id,option_label_nl,option_label_en
opt-vloerverwarming-5403-1-vloer_wordt_niet_warm,Vloer wordt niet warm,Vloer wordt niet warm
opt-vloerverwarming-5403-2-groot_3060_m,Groot (30–60 m²),Large (30-60 m²)
opt-vloerverwarming-5403-2-klein_tot_10_m,Klein (tot 10 m²),Small (up to 10 sqm)
opt-vloerverwarming-5403-2-middel_1030_m,Middel (10–30 m²),Medium (10-30 m²)
opt-vloerverwarming-5403-2-zeer_groot_60_m,Zeer groot (60+ m²),Very large (60+ m²)
opt-vloerverwarming-5404-1-anders,Anders,Other
opt-vloerverwarming-5404-1-doorspoelen,Doorspoelen,Doorspoelen
opt-vloerverwarming-5404-1-ontluchten,Ontluchten,Ontluchten
opt-vloerverwarming-5404-1-verdeler_schoonmaken,Verdeler schoonmaken,Verdeler schoonmaken
opt-vloerverwarming-5404-2-eenmalig,Eenmalig,One-time
opt-vloerverwarming-5404-2-halfjaarlijks,Halfjaarlijks,Halfjaarlijks
opt-vloerverwarming-5404-2-jaarlijks,Jaarlijks,Yesarlijks
opt-vochtbestrijding-5501-1-lekkage,Lekkage,Lekkage
opt-vochtbestrijding-5501-1-vochtige_muren,Vochtige muren,Vochtige muren
opt-vochtbestrijding-5501-1-water_op_de_vloer,Water op de vloer,Water op de vloer
opt-vochtbestrijding-5501-2-groot_2040_m,Groot (20–40 m²),Large (20–40 m²)
opt-vochtbestrijding-5501-2-klein_tot_10_m,Klein (tot 10 m²),Small (up to 10 sqm)
opt-vochtbestrijding-5501-2-middel_1020_m,Middel (10–20 m²),Medium (10–20 m²)
opt-vochtbestrijding-5501-2-zeer_groot_40_m,Zeer groot (40+ m²),Very large (40+ m²)
opt-vochtbestrijding-5501-3-ja,Ja,Yes
opt-vochtbestrijding-5501-3-nee,Nee,No
opt-vochtbestrijding-5501-3-weet_ik_nog_niet,Weet ik nog niet,I do not know yet
opt-vochtbestrijding-5502-1-binnenmuren,Binnenmuren,Indoormuren
opt-vochtbestrijding-5502-1-buitenmuren,Buitenmuren,Outdoormuren
opt-vochtbestrijding-5502-2-groot_510_m,Groot (5–10 m²),Large (5–10 m²)
opt-vochtbestrijding-5502-2-klein_tot_2_m,Klein (tot 2 m²),Small (tot 2 m²)
opt-vochtbestrijding-5502-2-middel_25_m,Middel (2–5 m²),Medium (2–5 m²)
opt-vochtbestrijding-5502-2-zeer_groot_10_m,Zeer groot (10+ m²),Very large (10+ m²)
opt-vochtbestrijding-5502-3-ja,Ja,Yes
opt-vochtbestrijding-5502-3-nee,Nee,No
opt-vochtbestrijding-5503-1-badkamer,Badkamer,Badkamer
opt-vochtbestrijding-5503-1-hele_woning,Hele woning,Hele woning
opt-vochtbestrijding-5503-1-keuken,Keuken,Keuken
opt-vochtbestrijding-5503-1-slaapkamer,Slaapkamer,Slaapkamer
opt-vochtbestrijding-5503-2-ernstig_dagelijks_met_schimmelvorming,"Ernstig (dagelijks, met schimmelvorming)","Ernstig (dagelijks, met schimmelvorming)"
opt-vochtbestrijding-5503-2-licht_af_en_toe_condens,Licht (af en toe condens),Licht (af en toe condens)
opt-vochtbestrijding-5503-2-middel_regelmatig,Middel (regelmatig),Medium (regelmatig)
opt-vochtbestrijding-5503-3-ja,Ja,Yes
opt-vochtbestrijding-5503-3-nee,Nee,No
opt-vochtbestrijding-5503-3-weet_ik_niet,Weet ik niet,I do not know
opt-vochtbestrijding-5504-1-begane_grond_muur,Begane grond muur,Begane grond muur
opt-vochtbestrijding-5504-1-binnenmuur,Binnenmuur,Indoormuur
opt-vochtbestrijding-5504-1-buitenmuur,Buitenmuur,Outdoormuur
opt-vochtbestrijding-5504-2-groot_510_m,Groot (5–10 m²),Large (5–10 m²)
opt-vochtbestrijding-5504-2-klein_tot_2_m,Klein (tot 2 m²),Small (tot 2 m²)
opt-vochtbestrijding-5504-2-middel_25_m,Middel (2–5 m²),Medium (2–5 m²)
opt-vochtbestrijding-5504-2-zeer_groot_10_m,Zeer groot (10+ m²),Very large (10+ m²)
opt-vochtbestrijding-5505-1-hele_ruimte,Hele ruimte,Hele ruimte
opt-vochtbestrijding-5505-1-muur,Muur,Muur
opt-vochtbestrijding-5505-1-plafond,Plafond,Plafond
opt-vochtbestrijding-5505-1-vloer,Vloer,Vloer
opt-vochtbestrijding-5505-2-groot_310_m,Groot (3–10 m²),Large (3–10 m²)
opt-vochtbestrijding-5505-2-klein_tot_1_m,Klein (tot 1 m²),Small (tot 1 m²)
opt-vochtbestrijding-5505-2-middel_13_m,Middel (1–3 m²),Medium (1–3 m²)
opt-vochtbestrijding-5505-2-zeer_groot_10_m,Zeer groot (10+ m²),Very large (10+ m²)
opt-vochtbestrijding-5505-3-ja,Ja,Yes
opt-vochtbestrijding-5505-3-nee,Nee,No
opt-wellness-5601-1-anders,Anders,Other
opt-wellness-5601-1-combinatie_sauna,Combinatie sauna,Combinatie sauna
opt-wellness-5601-1-infrarood_sauna,Infrarood sauna,Infrarood sauna
opt-wellness-5601-1-traditionele_finse_sauna,Traditionele Finse sauna,Traditionele Finse sauna
opt-wellness-5601-2-binnen,Binnen,Indoor
opt-wellness-5601-2-buiten,Buiten,Outdoor
opt-wellness-5601-3-12_personen,1–2 personen,1–2 personen
opt-wellness-5601-3-34_personen,3–4 personen,3–4 personen
opt-wellness-5601-3-5_personen,5+ personen,5+ personen
opt-wellness-5602-1-binnen,Binnen,Indoor
opt-wellness-5602-1-buiten,Buiten,Outdoor
opt-wellness-5602-2-inbouw,Inbouw,Inbouw
opt-wellness-5602-2-opblaasbaar,Opblaasbaar,Opblaasbaar
opt-wellness-5602-2-opbouw,Opbouw,Opbouw
opt-wellness-5602-3-23,2–3,2–3
opt-wellness-5602-3-45,4–5,4–5
opt-wellness-5602-3-6,6+,6+
opt-wellness-5603-1-combinatie,Combinatie,Combinatie
opt-wellness-5603-1-jacuzzi,Jacuzzi,Yescuzzi
opt-wellness-5603-1-sauna,Sauna,Sauna
opt-wellness-5603-1-stoombad,Stoombad,Stoombad
opt-wellness-5603-2-groot_2040_m,Groot (20–40 m²),Large (20–40 m²)
opt-wellness-5603-2-klein_tot_10_m,Klein (tot 10 m²),Small (up to 10 sqm)
opt-wellness-5603-2-middel_1020_m,Middel (10–20 m²),Medium (10–20 m²)
opt-wellness-5603-2-zeer_groot_40_m,Zeer groot (40+ m²),Very large (40+ m²)
opt-wellness-5604-1-anders,Anders,Other
opt-wellness-5604-1-jacuzzi___hottub,Jacuzzi / hottub,Yescuzzi / hottub
opt-wellness-5604-1-sauna,Sauna,Sauna
opt-wellness-5604-1-stoombad,Stoombad,Stoombad
opt-wellness-5604-2-anders,Anders,Other
opt-wellness-5604-2-elektrisch_defect,Elektrisch defect,Elektrisch defect
opt-wellness-5604-2-lekkage,Lekkage,Lekkage
opt-wellness-5604-2-verwarming_werkt_niet,Verwarming werkt niet,Verwarming werkt niet
opt-zonnepanelen-5701-1-plat_dak,Plat dak,Plat dak
opt-zonnepanelen-5701-1-schuin_dak,Schuin dak,Schuin dak
opt-zonnepanelen-5701-1-tuin_opstelling_op_de_grond,Tuin/opstelling op de grond,Garden/opstelling op de grond
opt-zonnepanelen-5701-2-1120,11–20,11–20
opt-zonnepanelen-5701-2-15,1–5,1–5
opt-zonnepanelen-5701-2-610,6–10,6–10
opt-zonnepanelen-5701-2-meer_dan_20,Meer dan 20,Meer dan 20
opt-zonnepanelen-5701-3-ja,Ja,Yes
opt-zonnepanelen-5701-3-nee,Nee,No
opt-zonnepanelen-5701-3-weet_ik_niet,Weet ik niet,I do not know
opt-zonnepanelen-5702-1-15,1–5,1–5
opt-zonnepanelen-5702-1-610,6–10,6–10
opt-zonnepanelen-5702-1-meer_dan_10,Meer dan 10,Meer dan 10
opt-zonnepanelen-5702-2-ja,Ja,Yes
opt-zonnepanelen-5702-2-nee,Nee,No
opt-zonnepanelen-5702-2-weet_ik_niet,Weet ik niet,I do not know
opt-zonnepanelen-5702-3-ja,Ja,Yes
opt-zonnepanelen-5702-3-nee,Nee,No
opt-zonnepanelen-5702-3-weet_ik_niet,Weet ik niet,I do not know
opt-zonnepanelen-5703-1-defect,Defect,Defect
opt-zonnepanelen-5703-1-efficinter_model_gewenst,Efficiënter model gewenst,Efficiënter model gewenst
opt-zonnepanelen-5703-1-verouderd,Verouderd,Outdated
opt-zonnepanelen-5703-2-15,1–5,1–5
opt-zonnepanelen-5703-2-610,6–10,6–10
opt-zonnepanelen-5703-2-meer_dan_10,Meer dan 10,Meer dan 10
opt-zonnepanelen-5703-3-ja,Ja,Yes
opt-zonnepanelen-5703-3-nee,Nee,No
opt-zonnepanelen-5704-1-anders,Anders,Other
opt-zonnepanelen-5704-1-kabels_bekabeling_probleem,Kabels/bekabeling probleem,Kabels/bekabeling probleem
opt-zonnepanelen-5704-1-omvormer_storing,Omvormer storing,Omvormer storing
opt-zonnepanelen-5704-1-paneel_defect,Paneel defect,Paneel defect
opt-zonnepanelen-5704-2-05_jaar,0–5 jaar,0–5 jaar
opt-zonnepanelen-5704-2-1015_jaar,10–15 jaar,10–15 jaar
opt-zonnepanelen-5704-2-510_jaar,5–10 jaar,5–10 jaar
opt-zonnepanelen-5704-2-ouder_dan_15_jaar,Ouder dan 15 jaar,Oldr dan 15 jaar
opt-zonnepanelen-5704-3-ja,Ja,Yes
opt-zonnepanelen-5704-3-nee,Nee,No
opt-zonwering-5801-1-anders,Anders,Other
opt-zonwering-5801-1-knikarmscherm,Knikarmscherm,Knikarmscherm
opt-zonwering-5801-1-pergola_zonwering,Pergola zonwering,Pergola zonwering
opt-zonwering-5801-1-uitvalscherm,Uitvalscherm,Uitvalscherm
opt-zonwering-5801-2-35_meter,3–5 meter,3–5 meter
opt-zonwering-5801-2-57_meter,5–7 meter,5–7 meter
opt-zonwering-5801-2-groter_dan_7_meter,Groter dan 7 meter,Groter dan 7 meter
opt-zonwering-5801-2-tot_3_meter,Tot 3 meter,Tot 3 meter
opt-zonwering-5801-3-elektrisch,Elektrisch,Elektrisch
opt-zonwering-5801-3-handmatig,Handmatig,Handmatig
opt-zonwering-5802-1-anders,Anders,Other
opt-zonwering-5802-1-jaloezien,Jaloezieën,Yesloezieën
opt-zonwering-5802-1-plisss,Plissés,Plissés
opt-zonwering-5802-1-rolgordijnen,Rolgordijnen,Rolgordijnen
opt-zonwering-5802-1-vouwgordijnen,Vouwgordijnen,Vouwgordijnen
opt-zonwering-5802-2-anders,Anders,Other
opt-zonwering-5802-2-keuken,Keuken,Keuken
opt-zonwering-5802-2-slaapkamer,Slaapkamer,Slaapkamer
opt-zonwering-5802-2-woonkamer,Woonkamer,Woonkamer
opt-zonwering-5802-3-12,1–2,1–2
opt-zonwering-5802-3-35,3–5,3–5
opt-zonwering-5802-3-610,6–10,6–10
opt-zonwering-5802-3-meer_dan_10,Meer dan 10,Meer dan 10
opt-zonwering-5803-1-rolluiken,Rolluiken,Rolluiken
opt-zonwering-5803-1-screens,Screens,Screens
opt-zonwering-5803-2-inbraakbeveiliging,Inbraakbeveiliging,Inbraakbeveiliging
opt-zonwering-5803-2-isolatie,Isolatie,Isolatie
opt-zonwering-5803-2-zonwering,Zonwering,Zonwering
opt-zonwering-5803-3-ja,Ja,Yes
opt-zonwering-5803-3-nee,Nee,No
opt-zonwering-5804-1-anders,Anders,Other
opt-zonwering-5804-1-doek_vervangen,Doek vervangen,Doek replace
opt-zonwering-5804-1-motor_defect,Motor defect,Motor defect
opt-zonwering-5804-1-schade_aan_frame,Schade aan frame,Schade aan frame
opt-zonwering-5804-2-05_jaar,0–5 jaar,0–5 jaar
opt-zonwering-5804-2-1020_jaar,10–20 jaar,10–20 jaar
opt-zonwering-5804-2-510_jaar,5–10 jaar,5–10 jaar
opt-zonwering-5804-2-ouder_dan_20_jaar,Ouder dan 20 jaar,Oldr dan 20 jaar
opt-zwembad-5901-1-anders,Anders,Other
opt-zwembad-5901-1-ingebouwd_zwembad,Ingebouwd zwembad,Built-in swimming pool
opt-zwembad-5901-1-natuurzwembad,Natuurzwembad,Natural swimming pool
opt-zwembad-5901-1-opbouwzwembad,Opbouwzwembad,Above-ground pool
opt-zwembad-5901-2-binnen,Binnen,Indoor
opt-zwembad-5901-2-buiten,Buiten,Outdoor
opt-zwembad-5901-3-groot_5x10_m,Groot (5×10 m),Large (5×10 m)
opt-zwembad-5901-3-klein_tot_3x5_m,Klein (tot 3×5 m),Small (up to 3×5 m)
opt-zwembad-5901-3-middel_4x8_m,Middel (4×8 m),Medium (4×8 m)
opt-zwembad-5901-3-zeer_groot_groter_dan_5x10_m,Zeer groot (groter dan 5×10 m),Very large (larger than 5×10 m)
opt-zwembad-5902-1-betonnen_kuip_herstellen,Betonnen kuip herstellen,Repair concrete basin
opt-zwembad-5902-1-complete_renovatie,Complete renovatie,Complete renovation
opt-zwembad-5902-1-folie_liner_vervangen,Folie/liner vervangen,Replace foil/liner
opt-zwembad-5902-1-technische_installatie_vernieuwen,Technische installatie vernieuwen,Renew technical installation
opt-zwembad-5902-2-0_5_jaar,0–5 jaar,0-5 years
opt-zwembad-5902-2-10_20_jaar,10–20 jaar,10-20 years
opt-zwembad-5902-2-5_10_jaar,5–10 jaar,5-10 years
opt-zwembad-5902-2-ouder_dan_20_jaar,Ouder dan 20 jaar,Older than 20 years
opt-zwembad-5903-1-reiniging,Reiniging,Cleaning
opt-zwembad-5903-1-seizoensonderhoud,Seizoensonderhoud (zomer/winterklaar),Seasonal maintenance (summer/winter ready)
opt-zwembad-5903-1-volledig_onderhoudscontract,Volledig onderhoudscontract,Complete maintenance contract
opt-zwembad-5903-1-waterbehandeling,Waterbehandeling,Water treatment
opt-zwembad-5903-2-eenmalig,Eenmalig,One-time
opt-zwembad-5903-2-maandelijks,Maandelijks,Monthly
opt-zwembad-5903-2-wekelijks,Wekelijks,Weekly
opt-zwembad-5904-1-anders,Anders,Other
opt-zwembad-5904-1-bekleding_beschadigd,Bekleding beschadigd,Lining damaged
opt-zwembad-5904-1-lekkage,Lekkage,Leakage
opt-zwembad-5904-1-pomp_filter_defect,Pomp/filter defect,Pump/filter defective
opt-zwembad-5904-1-verwarming_werkt_niet,Verwarming werkt niet,Heating does not work
opt-zwembad-5904-2-groot_5x10_m,Groot (5×10 m),Large (5×10 m)
opt-zwembad-5904-2-klein_tot_3x5_m,Klein (tot 3×5 m),Small (up to 3×5 m)
opt-zwembad-5904-2-middel_4x8_m,Middel (4×8 m),Medium (4×8 m)
opt-zwembad-5904-2-zeer_groot_groter_dan_5x10_m,Zeer groot (groter dan 5×10 m),Very large (larger than 5×10 m)
